season,circuit,Driver,compound,tyre_age,stint,stint_lap,lap_time_s,driver_fastest_lap_s,fuel_corrected_delta,lap_time_delta,data_source
2019,Monza,HAM,SOFT,6,3,3,85.982,81.779,4.368000000000003,4.368000000000003,fastf1_real
2019,Monza,VET,SOFT,6,1,1,85.527,85.527,0.055,0.055,fastf1_real
2019,Monza,VET,SOFT,8,1,2,84.93,85.527,-0.4869999999999942,0.0,fastf1_real
2019,Monza,VET,SOFT,9,1,3,85.118,84.93,0.3529999999999882,0.3529999999999882,fastf1_real
2019,Monza,VET,HARD,2,2,1,85.412,84.93,0.5369999999999994,0.5369999999999994,fastf1_real
2019,Monza,VET,HARD,3,2,2,85.085,84.93,0.2649999999999869,0.2649999999999869,fastf1_real
2019,Monza,VET,HARD,4,2,3,84.982,84.93,0.2169999999999925,0.2169999999999925,fastf1_real
2019,Monza,VET,HARD,5,2,4,84.854,84.93,0.14399999999999238,0.14399999999999238,fastf1_real
2019,Monza,VET,HARD,8,3,1,85.07,84.854,0.27099999999999397,0.27099999999999397,fastf1_real
2019,Monza,VET,HARD,9,3,2,85.179,84.854,0.43500000000000283,0.43500000000000283,fastf1_real
2019,Monza,VET,HARD,10,3,3,85.088,84.854,0.3989999999999947,0.3989999999999947,fastf1_real
2019,Monza,VET,HARD,11,3,4,85.61,84.854,0.9760000000000002,0.9760000000000002,fastf1_real
2019,Monza,VET,HARD,12,3,5,84.924,84.854,0.3450000000000074,0.3450000000000074,fastf1_real
2019,Monza,VET,HARD,13,3,6,84.857,84.854,0.33300000000000013,0.33300000000000013,fastf1_real
2019,Monza,VET,HARD,14,3,7,84.793,84.854,0.32400000000000717,0.32400000000000717,fastf1_real
2019,Monza,VET,HARD,15,3,8,85.883,84.793,1.5299999999999891,1.5299999999999891,fastf1_real
2019,Monza,VET,HARD,16,3,9,85.508,84.793,1.2099999999999893,1.2099999999999893,fastf1_real
2019,Monza,VET,HARD,17,3,10,85.308,84.793,1.0650000000000006,1.0650000000000006,fastf1_real
2019,Monza,VET,HARD,18,3,11,85.692,84.793,1.5039999999999867,1.5039999999999867,fastf1_real
2019,Monza,VET,HARD,19,3,12,84.773,84.793,0.6399999999999898,0.6399999999999898,fastf1_real
2019,Monza,VET,HARD,20,3,13,84.719,84.773,0.6609999999999979,0.6609999999999979,fastf1_real
2019,Monza,VET,HARD,25,3,14,85.647,84.719,1.6980000000000115,1.6980000000000115,fastf1_real
2019,Monza,VET,HARD,26,3,15,87.703,84.719,3.809000000000009,3.809000000000009,fastf1_real
2019,Monza,VET,HARD,27,3,16,85.32,84.719,1.480999999999999,1.480999999999999,fastf1_real
2019,Monza,VET,HARD,28,3,17,84.603,84.719,0.8190000000000004,0.8190000000000004,fastf1_real
2019,Monza,VET,HARD,29,3,18,86.686,84.603,3.073000000000013,3.073000000000013,fastf1_real
2019,Monza,VET,HARD,30,3,19,84.383,84.603,0.8250000000000011,0.8250000000000011,fastf1_real
2019,Monza,VET,HARD,31,3,20,84.343,84.383,1.060000000000008,1.060000000000008,fastf1_real
2019,Monza,VET,HARD,32,3,21,84.549,84.343,1.361000000000003,1.361000000000003,fastf1_real
2019,Monza,VET,HARD,33,3,22,84.982,84.343,1.8489999999999958,1.8489999999999958,fastf1_real
2019,Monza,VET,HARD,34,3,23,85.743,84.343,2.664999999999991,2.664999999999991,fastf1_real
2019,Monza,VET,MEDIUM,2,4,1,83.454,84.343,-0.83400000000001,0.0,fastf1_real
2019,Monza,VET,MEDIUM,3,4,2,84.031,83.454,0.6870000000000124,0.6870000000000124,fastf1_real
2019,Monza,VET,MEDIUM,4,4,3,83.307,83.454,0.018000000000008648,0.018000000000008648,fastf1_real
2019,Monza,VET,MEDIUM,5,4,4,83.587,83.307,0.5000000000000011,0.5000000000000011,fastf1_real
2019,Monza,VET,MEDIUM,6,4,5,83.302,83.307,0.27000000000000457,0.27000000000000457,fastf1_real
2019,Monza,VET,MEDIUM,7,4,6,83.255,83.302,0.28299999999998876,0.28299999999998876,fastf1_real
2019,Monza,VET,MEDIUM,8,4,7,83.025,83.255,0.15500000000001024,0.15500000000001024,fastf1_real
2019,Monza,VET,MEDIUM,9,4,8,82.799,83.025,0.2140000000000009,0.2140000000000009,fastf1_real
2019,Monza,VET,MEDIUM,10,4,9,82.958,82.799,0.6539999999999918,0.6539999999999918,fastf1_real
2019,Monza,VET,MEDIUM,11,4,10,82.912,82.799,0.6629999999999996,0.6629999999999996,fastf1_real
2019,Monza,SAI,SOFT,5,1,1,86.935,86.935,0.055,0.055,fastf1_real
2019,Monza,SAI,SOFT,7,1,2,85.858,86.935,-0.9669999999999982,0.0,fastf1_real
2019,Monza,SAI,SOFT,8,1,3,85.728,85.858,0.034999999999990344,0.034999999999990344,fastf1_real
2019,Monza,SAI,SOFT,10,1,4,85.745,85.728,0.23700000000001012,0.23700000000001012,fastf1_real
2019,Monza,SAI,SOFT,11,1,5,85.828,85.728,0.37500000000000855,0.37500000000000855,fastf1_real
2019,Monza,SAI,SOFT,12,1,6,86.042,85.728,0.6440000000000072,0.6440000000000072,fastf1_real
2019,Monza,SAI,SOFT,13,1,7,85.637,85.728,0.29400000000000603,0.29400000000000603,fastf1_real
2019,Monza,SAI,SOFT,14,1,8,85.879,85.637,0.6820000000000044,0.6820000000000044,fastf1_real
2019,Monza,SAI,SOFT,15,1,9,86.004,85.637,0.8620000000000044,0.8620000000000044,fastf1_real
2019,Monza,SAI,SOFT,16,1,10,85.841,85.637,0.7539999999999936,0.7539999999999936,fastf1_real
2019,Monza,SAI,SOFT,17,1,11,85.944,85.637,0.9120000000000021,0.9120000000000021,fastf1_real
2019,Monza,SAI,SOFT,18,1,12,86.235,85.637,1.2579999999999991,1.2579999999999991,fastf1_real
2019,Monza,SAI,SOFT,19,1,13,85.862,85.637,0.9399999999999943,0.9399999999999943,fastf1_real
2019,Monza,SAI,SOFT,20,1,14,86.043,85.637,1.176000000000006,1.176000000000006,fastf1_real
2019,Monza,SAI,SOFT,21,1,15,86.19,85.637,1.3779999999999972,1.3779999999999972,fastf1_real
2019,Monza,SAI,SOFT,22,1,16,86.081,85.637,1.3240000000000025,1.3240000000000025,fastf1_real
2019,Monza,SAI,SOFT,23,1,17,86.342,85.637,1.6399999999999983,1.6399999999999983,fastf1_real
2019,Monza,SAI,SOFT,24,1,18,86.314,85.637,1.6669999999999925,1.6669999999999925,fastf1_real
2019,Monza,SAI,SOFT,25,1,19,86.116,85.637,1.5239999999999991,1.5239999999999991,fastf1_real
2019,Monza,SAI,SOFT,26,1,20,86.123,85.637,1.5860000000000043,1.5860000000000043,fastf1_real
2019,Monza,SAI,SOFT,27,1,21,85.955,85.637,1.4729999999999979,1.4729999999999979,fastf1_real
2019,Monza,SAI,SOFT,28,1,22,86.068,85.637,1.6409999999999973,1.6409999999999973,fastf1_real
2019,Monza,SAI,SOFT,29,1,23,86.046,85.637,1.674000000000006,1.674000000000006,fastf1_real
2019,Monza,RUS,MEDIUM,2,1,1,88.634,88.634,0.055,0.055,fastf1_real
2019,Monza,RUS,MEDIUM,4,1,2,89.196,88.634,0.6719999999999976,0.6719999999999976,fastf1_real
2019,Monza,RUS,MEDIUM,5,1,3,89.715,88.634,1.246000000000003,1.246000000000003,fastf1_real
2019,Monza,RUS,MEDIUM,7,1,4,88.102,88.634,-0.3119999999999965,0.0,fastf1_real
2019,Monza,RUS,MEDIUM,8,1,5,87.933,88.102,0.10600000000000309,0.10600000000000309,fastf1_real
2019,Monza,RUS,MEDIUM,9,1,6,88.485,87.933,0.8819999999999926,0.8819999999999926,fastf1_real
2019,Monza,RUS,MEDIUM,10,1,7,86.844,87.933,-0.7040000000000128,0.0,fastf1_real
2019,Monza,RUS,MEDIUM,11,1,8,88.076,86.844,1.6719999999999993,1.6719999999999993,fastf1_real
2019,Monza,RUS,MEDIUM,12,1,9,86.58,86.844,0.2310000000000042,0.2310000000000042,fastf1_real
2019,Monza,RUS,MEDIUM,13,1,10,87.045,86.58,1.0150000000000035,1.0150000000000035,fastf1_real
2019,Monza,RUS,MEDIUM,14,1,11,86.899,86.58,0.9240000000000026,0.9240000000000026,fastf1_real
2019,Monza,RUS,MEDIUM,15,1,12,87.121,86.58,1.200999999999997,1.200999999999997,fastf1_real
2019,Monza,RUS,MEDIUM,16,1,13,86.909,86.58,1.0440000000000076,1.0440000000000076,fastf1_real
2019,Monza,RUS,MEDIUM,17,1,14,86.613,86.58,0.8030000000000013,0.8030000000000013,fastf1_real
2019,Monza,RUS,MEDIUM,18,1,15,86.961,86.58,1.2060000000000002,1.2060000000000002,fastf1_real
2019,Monza,RUS,MEDIUM,19,1,16,86.841,86.58,1.1409999999999956,1.1409999999999956,fastf1_real
2019,Monza,RUS,MEDIUM,20,1,17,87.134,86.58,1.489000000000002,1.489000000000002,fastf1_real
2019,Monza,RUS,MEDIUM,21,1,18,86.925,86.58,1.3349999999999989,1.3349999999999989,fastf1_real
2019,Monza,RUS,MEDIUM,22,1,19,86.425,86.58,0.8899999999999988,0.8899999999999988,fastf1_real
2019,Monza,RUS,HARD,2,2,1,86.739,86.425,0.36900000000000716,0.36900000000000716,fastf1_real
2019,Monza,RUS,HARD,3,2,2,85.312,86.425,-1.0029999999999994,0.0,fastf1_real
2019,Monza,RUS,HARD,6,2,3,85.928,85.312,0.7809999999999997,0.7809999999999997,fastf1_real
2019,Monza,RUS,HARD,8,2,4,85.559,85.312,0.46699999999999986,0.46699999999999986,fastf1_real
2019,Monza,RUS,HARD,9,2,5,88.183,85.312,3.1460000000000092,3.1460000000000092,fastf1_real
2019,Monza,RUS,HARD,10,2,6,87.199,85.312,2.2170000000000005,2.2170000000000005,fastf1_real
2019,Monza,RUS,HARD,11,2,7,86.569,85.312,1.642000000000005,1.642000000000005,fastf1_real
2019,Monza,RUS,HARD,12,2,8,85.3,85.312,0.42799999999999955,0.42799999999999955,fastf1_real
2019,Monza,RUS,HARD,13,2,9,84.991,85.3,0.1860000000000025,0.1860000000000025,fastf1_real
2019,Monza,RUS,HARD,14,2,10,85.291,84.991,0.8499999999999972,0.8499999999999972,fastf1_real
2019,Monza,RUS,HARD,15,2,11,85.071,84.991,0.6849999999999983,0.6849999999999983,fastf1_real
2019,Monza,RUS,HARD,16,2,12,85.057,84.991,0.7260000000000025,0.7260000000000025,fastf1_real
2019,Monza,RUS,HARD,17,2,13,84.934,84.991,0.6579999999999978,0.6579999999999978,fastf1_real
2019,Monza,RUS,HARD,18,2,14,84.876,84.934,0.7120000000000073,0.7120000000000073,fastf1_real
2019,Monza,RUS,HARD,19,2,15,85.032,84.876,0.9809999999999917,0.9809999999999917,fastf1_real
2019,Monza,RUS,HARD,20,2,16,85.24,84.876,1.24399999999999,1.24399999999999,fastf1_real
2019,Monza,RUS,HARD,21,2,17,84.974,84.876,1.032999999999999,1.032999999999999,fastf1_real
2019,Monza,RUS,HARD,22,2,18,85.308,84.876,1.4220000000000022,1.4220000000000022,fastf1_real
2019,Monza,RUS,HARD,23,2,19,85.197,84.876,1.3659999999999979,1.3659999999999979,fastf1_real
2019,Monza,RUS,HARD,24,2,20,87.134,84.876,3.3579999999999957,3.3579999999999957,fastf1_real
2019,Monza,RUS,HARD,25,2,21,85.45,84.876,1.728999999999998,1.728999999999998,fastf1_real
2019,Monza,RUS,HARD,26,2,22,85.741,84.876,2.074999999999995,2.074999999999995,fastf1_real
2019,Monza,RUS,HARD,27,2,23,85.393,84.876,1.7819999999999958,1.7819999999999958,fastf1_real
2019,Monza,RUS,HARD,28,2,24,84.842,84.876,1.285999999999994,1.285999999999994,fastf1_real
2019,Monza,RUS,HARD,29,2,25,85.814,84.842,2.346999999999994,2.346999999999994,fastf1_real
2019,Monza,RAI,MEDIUM,2,1,1,88.92,88.92,0.055,0.055,fastf1_real
2019,Monza,RAI,MEDIUM,4,1,2,88.612,88.92,-0.19800000000000695,0.0,fastf1_real
2019,Monza,RAI,MEDIUM,5,1,3,88.658,88.612,0.2110000000000065,0.2110000000000065,fastf1_real
2019,Monza,RAI,MEDIUM,7,1,4,88.554,88.612,0.16200000000000728,0.16200000000000728,fastf1_real
2019,Monza,RAI,MEDIUM,8,1,5,88.326,88.554,0.04699999999999138,0.04699999999999138,fastf1_real
2019,Monza,RAI,MEDIUM,9,1,6,86.205,88.326,-1.790999999999995,0.0,fastf1_real
2019,Monza,RAI,MEDIUM,10,1,7,86.406,86.205,0.5860000000000076,0.5860000000000076,fastf1_real
2019,Monza,RAI,MEDIUM,11,1,8,86.825,86.205,1.0600000000000045,1.0600000000000045,fastf1_real
2019,Monza,RAI,MEDIUM,12,1,9,86.243,86.205,0.5329999999999967,0.5329999999999967,fastf1_real
2019,Monza,RAI,MEDIUM,13,1,10,86.672,86.205,1.0169999999999988,1.0169999999999988,fastf1_real
2019,Monza,RAI,MEDIUM,14,1,11,86.477,86.205,0.8770000000000056,0.8770000000000056,fastf1_real
2019,Monza,RAI,MEDIUM,15,1,12,87.418,86.205,1.8730000000000082,1.8730000000000082,fastf1_real
2019,Monza,RAI,MEDIUM,16,1,13,86.451,86.205,0.9609999999999951,0.9609999999999951,fastf1_real
2019,Monza,RAI,MEDIUM,17,1,14,86.51,86.205,1.0750000000000068,1.0750000000000068,fastf1_real
2019,Monza,RAI,MEDIUM,18,1,15,86.831,86.205,1.4510000000000047,1.4510000000000047,fastf1_real
2019,Monza,RAI,MEDIUM,21,2,1,87.889,86.205,1.7389999999999974,1.7389999999999974,fastf1_real
2019,Monza,RAI,MEDIUM,22,2,2,86.828,86.205,0.7330000000000046,0.7330000000000046,fastf1_real
2019,Monza,RAI,MEDIUM,23,2,3,86.911,86.205,0.8710000000000031,0.8710000000000031,fastf1_real
2019,Monza,RAI,MEDIUM,24,2,4,86.516,86.205,0.531000000000007,0.531000000000007,fastf1_real
2019,Monza,RAI,MEDIUM,25,2,5,86.439,86.205,0.5089999999999947,0.5089999999999947,fastf1_real
2019,Monza,RAI,SOFT,5,3,1,84.863,86.205,-1.2869999999999988,0.0,fastf1_real
2019,Monza,RAI,SOFT,6,3,2,85.221,84.863,0.4680000000000041,0.4680000000000041,fastf1_real
2019,Monza,RAI,SOFT,7,3,3,86.332,84.863,1.6339999999999941,1.6339999999999941,fastf1_real
2019,Monza,RAI,SOFT,8,3,4,86.628,84.863,1.9850000000000005,1.9850000000000005,fastf1_real
2019,Monza,RAI,SOFT,9,3,5,85.868,84.863,1.2799999999999954,1.2799999999999954,fastf1_real
2019,Monza,RAI,SOFT,10,3,6,85.888,84.863,1.3550000000000058,1.3550000000000058,fastf1_real
2019,Monza,RAI,SOFT,11,3,7,85.744,84.863,1.2660000000000002,1.2660000000000002,fastf1_real
2019,Monza,RAI,SOFT,12,3,8,85.728,84.863,1.3049999999999948,1.3049999999999948,fastf1_real
2019,Monza,RAI,SOFT,13,3,9,85.374,84.863,1.0059999999999958,1.0059999999999958,fastf1_real
2019,Monza,RAI,SOFT,14,3,10,85.338,84.863,1.0249999999999944,1.0249999999999944,fastf1_real
2019,Monza,RAI,SOFT,15,3,11,85.293,84.863,1.0350000000000068,1.0350000000000068,fastf1_real
2019,Monza,RAI,SOFT,16,3,12,84.958,84.863,0.7549999999999989,0.7549999999999989,fastf1_real
2019,Monza,RAI,SOFT,17,3,13,85.048,84.863,0.9000000000000022,0.9000000000000022,fastf1_real
2019,Monza,RAI,SOFT,18,3,14,85.266,84.863,1.1730000000000058,1.1730000000000058,fastf1_real
2019,Monza,RAI,SOFT,19,3,15,84.642,84.863,0.6039999999999963,0.6039999999999963,fastf1_real
2019,Monza,RAI,SOFT,20,3,16,84.588,84.642,0.825999999999998,0.825999999999998,fastf1_real
2019,Monza,RAI,SOFT,21,3,17,86.637,84.588,2.9840000000000066,2.9840000000000066,fastf1_real
2019,Monza,RAI,SOFT,22,3,18,85.725,84.588,2.1270000000000007,2.1270000000000007,fastf1_real
2019,Monza,RAI,SOFT,23,3,19,84.483,84.588,0.9400000000000102,0.9400000000000102,fastf1_real
2019,Monza,RAI,SOFT,24,3,20,85.233,84.483,1.85,1.85,fastf1_real
2019,Monza,RAI,SOFT,25,3,21,85.106,84.483,1.7779999999999905,1.7779999999999905,fastf1_real
2019,Monza,RAI,SOFT,26,3,22,84.419,84.483,1.1459999999999928,1.1459999999999928,fastf1_real
2019,Monza,BOT,SOFT,5,1,1,85.586,85.586,0.055,0.055,fastf1_real
2019,Monza,BOT,SOFT,7,1,2,85.158,85.586,-0.3179999999999973,0.0,fastf1_real
2019,Monza,BOT,SOFT,8,1,3,85.315,85.158,0.3219999999999965,0.3219999999999965,fastf1_real
2019,Monza,BOT,SOFT,11,1,4,85.21,85.158,0.27199999999999247,0.27199999999999247,fastf1_real
2019,Monza,BOT,SOFT,12,1,5,84.941,85.158,0.05800000000000127,0.05800000000000127,fastf1_real
2019,Monza,BOT,SOFT,13,1,6,84.642,84.941,0.03099999999999342,0.03099999999999342,fastf1_real
2019,Monza,BOT,SOFT,14,1,7,84.818,84.642,0.5610000000000019,0.5610000000000019,fastf1_real
2019,Monza,BOT,SOFT,15,1,8,84.973,84.642,0.771000000000003,0.771000000000003,fastf1_real
2019,Monza,BOT,SOFT,16,1,9,84.971,84.642,0.8240000000000077,0.8240000000000077,fastf1_real
2019,Monza,BOT,SOFT,17,1,10,85.193,84.642,1.101000000000002,1.101000000000002,fastf1_real
2019,Monza,BOT,SOFT,18,1,11,85.284,84.642,1.24700000000001,1.24700000000001,fastf1_real
2019,Monza,BOT,SOFT,19,1,12,85.069,84.642,1.0870000000000068,1.0870000000000068,fastf1_real
2019,Monza,BOT,SOFT,20,1,13,84.673,84.642,0.7460000000000059,0.7460000000000059,fastf1_real
2019,Monza,BOT,SOFT,21,1,14,84.915,84.642,1.0430000000000104,1.0430000000000104,fastf1_real
2019,Monza,BOT,SOFT,22,1,15,84.989,84.642,1.1720000000000084,1.1720000000000084,fastf1_real
2019,Monza,BOT,SOFT,23,1,16,85.014,84.642,1.2519999999999998,1.2519999999999998,fastf1_real
2019,Monza,BOT,SOFT,24,1,17,85.128,84.642,1.4210000000000043,1.4210000000000043,fastf1_real
2019,Monza,BOT,SOFT,25,1,18,84.929,84.642,1.2770000000000061,1.2770000000000061,fastf1_real
2019,Monza,BOT,SOFT,26,1,19,84.847,84.642,1.2499999999999982,1.2499999999999982,fastf1_real
2019,Monza,BOT,SOFT,27,1,20,84.97,84.642,1.428000000000003,1.428000000000003,fastf1_real
2019,Monza,BOT,SOFT,28,1,21,85.115,84.642,1.627999999999999,1.627999999999999,fastf1_real
2019,Monza,BOT,SOFT,29,1,22,85.199,84.642,1.7670000000000021,1.7670000000000021,fastf1_real
2019,Monza,BOT,MEDIUM,5,2,1,84.019,84.642,-0.5679999999999904,0.0,fastf1_real
2019,Monza,BOT,MEDIUM,6,2,2,83.537,84.019,-0.37199999999999933,0.0,fastf1_real
2019,Monza,BOT,MEDIUM,7,2,3,83.651,83.537,0.27899999999999014,0.27899999999999014,fastf1_real
2019,Monza,BOT,MEDIUM,8,2,4,83.494,83.537,0.17699999999999363,0.17699999999999363,fastf1_real
2019,Monza,BOT,MEDIUM,9,2,5,83.115,83.494,-0.10400000000000487,0.0,fastf1_real
2019,Monza,BOT,MEDIUM,10,2,6,83.371,83.115,0.5860000000000003,0.5860000000000003,fastf1_real
2019,Monza,BOT,MEDIUM,11,2,7,83.179,83.115,0.44900000000000717,0.44900000000000717,fastf1_real
2019,Monza,BOT,MEDIUM,12,2,8,83.173,83.115,0.49800000000000694,0.49800000000000694,fastf1_real
2019,Monza,BOT,MEDIUM,13,2,9,83.316,83.115,0.6960000000000076,0.6960000000000076,fastf1_real
2019,Monza,BOT,MEDIUM,14,2,10,83.016,83.115,0.4510000000000105,0.4510000000000105,fastf1_real
2019,Monza,BOT,MEDIUM,15,2,11,83.378,83.016,0.9669999999999948,0.9669999999999948,fastf1_real
2019,Monza,BOT,MEDIUM,16,2,12,83.011,83.016,0.6549999999999904,0.6549999999999904,fastf1_real
2019,Monza,BOT,MEDIUM,17,2,13,82.974,83.011,0.678000000000008,0.678000000000008,fastf1_real
2019,Monza,BOT,MEDIUM,18,2,14,83.078,82.974,0.8739999999999992,0.8739999999999992,fastf1_real
2019,Monza,BOT,MEDIUM,19,2,15,83.874,82.974,1.7249999999999914,1.7249999999999914,fastf1_real
2019,Monza,BOT,MEDIUM,20,2,16,82.859,82.974,0.7649999999999909,0.7649999999999909,fastf1_real
2019,Monza,BOT,MEDIUM,21,2,17,83.137,82.859,1.2130000000000059,1.2130000000000059,fastf1_real
2019,Monza,BOT,MEDIUM,22,2,18,83.07,82.859,1.2009999999999985,1.2009999999999985,fastf1_real
2019,Monza,BOT,MEDIUM,23,2,19,82.971,82.859,1.157000000000009,1.157000000000009,fastf1_real
2019,Monza,BOT,MEDIUM,24,2,20,83.816,82.859,2.057000000000008,2.057000000000008,fastf1_real
2019,Monza,BOT,MEDIUM,25,2,21,82.961,82.859,1.257000000000004,1.257000000000004,fastf1_real
2019,Monza,BOT,MEDIUM,26,2,22,83.784,82.859,2.1350000000000113,2.1350000000000113,fastf1_real
2019,Monza,GRO,SOFT,2,1,1,88.943,88.943,0.055,0.055,fastf1_real
2019,Monza,GRO,SOFT,4,1,2,88.378,88.943,-0.45499999999999774,0.0,fastf1_real
2019,Monza,GRO,SOFT,5,1,3,87.653,88.378,-0.5599999999999943,0.0,fastf1_real
2019,Monza,GRO,MEDIUM,2,2,1,86.366,87.653,-1.2320000000000062,0.0,fastf1_real
2019,Monza,GRO,MEDIUM,3,2,2,86.394,86.366,0.13800000000000578,0.13800000000000578,fastf1_real
2019,Monza,GRO,MEDIUM,4,2,3,86.225,86.366,0.023999999999994664,0.023999999999994664,fastf1_real
2019,Monza,GRO,MEDIUM,5,2,4,86.465,86.225,0.46000000000000907,0.46000000000000907,fastf1_real
2019,Monza,GRO,MEDIUM,6,2,5,87.981,86.225,2.031,2.031,fastf1_real
2019,Monza,GRO,MEDIUM,7,2,6,86.735,86.225,0.8400000000000052,0.8400000000000052,fastf1_real
2019,Monza,GRO,MEDIUM,8,2,7,86.948,86.225,1.107999999999999,1.107999999999999,fastf1_real
2019,Monza,GRO,MEDIUM,9,2,8,86.396,86.225,0.6110000000000064,0.6110000000000064,fastf1_real
2019,Monza,GRO,MEDIUM,10,2,9,86.583,86.225,0.8530000000000041,0.8530000000000041,fastf1_real
2019,Monza,GRO,MEDIUM,11,2,10,86.813,86.225,1.1380000000000081,1.1380000000000081,fastf1_real
2019,Monza,GRO,MEDIUM,12,2,11,91.098,86.225,5.478000000000005,5.478000000000005,fastf1_real
2019,Monza,GRO,MEDIUM,13,2,12,86.73,86.225,1.1650000000000098,1.1650000000000098,fastf1_real
2019,Monza,GRO,MEDIUM,14,2,13,86.602,86.225,1.0920000000000094,1.0920000000000094,fastf1_real
2019,Monza,GRO,MEDIUM,15,2,14,86.445,86.225,0.9899999999999989,0.9899999999999989,fastf1_real
2019,Monza,GRO,MEDIUM,16,2,15,87.526,86.225,2.126000000000002,2.126000000000002,fastf1_real
2019,Monza,GRO,MEDIUM,17,2,16,86.829,86.225,1.483999999999999,1.483999999999999,fastf1_real
2019,Monza,GRO,MEDIUM,18,2,17,87.126,86.225,1.8360000000000105,1.8360000000000105,fastf1_real
2019,Monza,GRO,MEDIUM,19,2,18,86.735,86.225,1.500000000000005,1.500000000000005,fastf1_real
2019,Monza,GRO,SOFT,2,3,1,84.985,86.225,-1.184999999999995,0.0,fastf1_real
2019,Monza,GRO,SOFT,3,3,2,85.435,84.985,0.5600000000000028,0.5600000000000028,fastf1_real
2019,Monza,GRO,SOFT,4,3,3,85.437,84.985,0.6169999999999982,0.6169999999999982,fastf1_real
2019,Monza,GRO,SOFT,5,3,4,85.411,84.985,0.6460000000000019,0.6460000000000019,fastf1_real
2019,Monza,GRO,SOFT,6,3,5,86.383,84.985,1.672999999999996,1.672999999999996,fastf1_real
2019,Monza,GRO,SOFT,7,3,6,87.702,84.985,3.046999999999999,3.046999999999999,fastf1_real
2019,Monza,GRO,SOFT,8,3,7,86.213,84.985,1.6129999999999944,1.6129999999999944,fastf1_real
2019,Monza,GRO,SOFT,9,3,8,87.249,84.985,2.7039999999999957,2.7039999999999957,fastf1_real
2019,Monza,GRO,SOFT,10,3,9,86.364,84.985,1.874000000000005,1.874000000000005,fastf1_real
2019,Monza,GRO,SOFT,11,3,10,87.788,84.985,3.352999999999997,3.352999999999997,fastf1_real
2019,Monza,GRO,SOFT,12,3,11,85.873,84.985,1.4930000000000052,1.4930000000000052,fastf1_real
2019,Monza,GRO,SOFT,13,3,12,87.306,84.985,2.980999999999998,2.980999999999998,fastf1_real
2019,Monza,GRO,SOFT,14,3,13,86.005,84.985,1.7349999999999959,1.7349999999999959,fastf1_real
2019,Monza,GRO,SOFT,15,3,14,85.389,84.985,1.1739999999999964,1.1739999999999964,fastf1_real
2019,Monza,GRO,SOFT,16,3,15,85.473,84.985,1.3129999999999995,1.3129999999999995,fastf1_real
2019,Monza,GRO,SOFT,17,3,16,85.203,84.985,1.0980000000000034,1.0980000000000034,fastf1_real
2019,Monza,GRO,SOFT,18,3,17,88.124,84.985,4.073999999999996,4.073999999999996,fastf1_real
2019,Monza,GRO,SOFT,19,3,18,85.43,84.985,1.4350000000000074,1.4350000000000074,fastf1_real
2019,Monza,GRO,SOFT,20,3,19,85.145,84.985,1.2049999999999965,1.2049999999999965,fastf1_real
2019,Monza,GRO,SOFT,21,3,20,85.514,84.985,1.6289999999999965,1.6289999999999965,fastf1_real
2019,Monza,GRO,SOFT,22,3,21,85.831,84.985,2.001000000000004,2.001000000000004,fastf1_real
2019,Monza,GRO,SOFT,23,3,22,86.52,84.985,2.7449999999999966,2.7449999999999966,fastf1_real
2019,Monza,KUB,MEDIUM,2,1,1,88.801,88.801,0.055,0.055,fastf1_real
2019,Monza,KUB,MEDIUM,4,1,2,88.618,88.801,-0.07300000000000693,0.0,fastf1_real
2019,Monza,KUB,MEDIUM,5,1,3,88.747,88.618,0.2940000000000049,0.2940000000000049,fastf1_real
2019,Monza,KUB,MEDIUM,7,1,4,89.061,88.618,0.663000000000012,0.663000000000012,fastf1_real
2019,Monza,KUB,MEDIUM,8,1,5,88.457,88.618,0.11399999999999866,0.11399999999999866,fastf1_real
2019,Monza,KUB,MEDIUM,9,1,6,88.93,88.457,0.8030000000000133,0.8030000000000133,fastf1_real
2019,Monza,KUB,MEDIUM,10,1,7,89.432,88.457,1.3600000000000085,1.3600000000000085,fastf1_real
2019,Monza,KUB,MEDIUM,11,1,8,88.305,88.457,0.2880000000000132,0.2880000000000132,fastf1_real
2019,Monza,KUB,MEDIUM,12,1,9,87.788,88.305,-0.022000000000010123,0.0,fastf1_real
2019,Monza,KUB,MEDIUM,13,1,10,87.997,87.788,0.7590000000000032,0.7590000000000032,fastf1_real
2019,Monza,KUB,MEDIUM,14,1,11,87.748,87.788,0.5650000000000079,0.5650000000000079,fastf1_real
2019,Monza,KUB,MEDIUM,15,1,12,87.907,87.748,0.8189999999999918,0.8189999999999918,fastf1_real
2019,Monza,KUB,MEDIUM,16,1,13,88.537,87.748,1.5040000000000013,1.5040000000000013,fastf1_real
2019,Monza,KUB,MEDIUM,17,1,14,87.826,87.748,0.8479999999999888,0.8479999999999888,fastf1_real
2019,Monza,KUB,MEDIUM,18,1,15,87.628,87.748,0.7049999999999954,0.7049999999999954,fastf1_real
2019,Monza,KUB,MEDIUM,19,1,16,87.707,87.628,0.9589999999999935,0.9589999999999935,fastf1_real
2019,Monza,KUB,MEDIUM,20,1,17,87.43,87.628,0.7370000000000068,0.7370000000000068,fastf1_real
2019,Monza,KUB,MEDIUM,21,1,18,87.284,87.43,0.8439999999999992,0.8439999999999992,fastf1_real
